"130";"39";"37";"1"
"186";"494";"483";"1"
"187";"494";"484";"1"
"188";"497";"483";"1"
"189";"497";"484";"1"
"190";"499";"483";"1"
"191";"499";"484";"1"
"267";"645";"483";"1"
"268";"645";"484";"1"
"270";"648";"483";"1"
"271";"648";"484";"1"
"273";"651";"483";"1"
"274";"651";"484";"1"
"276";"654";"483";"1"
"277";"654";"484";"1"
"173";"28";"385";"4"
"140";"39";"101";"4"
"175";"122";"385";"4"
"172";"129";"385";"4"
"152";"151";"358";"4"
"154";"160";"322";"4"
"153";"160";"344";"4"
"174";"177";"385";"4"
"176";"185";"385";"4"
"157";"209";"232";"4"
"146";"211";"233";"4"
"147";"211";"247";"4"
"148";"213";"234";"4"
"161";"214";"231";"4"
"155";"216";"235";"4"
"156";"217";"236";"4"
"165";"228";"213";"4"
"166";"228";"234";"4"
"164";"230";"139";"4"
"162";"230";"214";"4"
"163";"230";"231";"4"
"160";"231";"214";"4"
"159";"235";"216";"4"
"158";"236";"217";"4"
"167";"314";"352";"4"
"141";"324";"322";"4"
"142";"324";"323";"4"
"143";"325";"101";"4"
"144";"325";"322";"4"
"145";"325";"323";"4"
"149";"358";"96";"4"
"150";"358";"143";"4"
"151";"358";"151";"4"
"170";"400";"322";"4"
"171";"400";"340";"4"
"168";"400";"352";"4"
"169";"400";"353";"4"
"177";"452";"451";"4"
"180";"475";"477";"4"
"179";"476";"477";"4"
"181";"477";"475";"4"
"182";"477";"476";"4"
"183";"491";"385";"4"
"185";"493";"385";"4"
"192";"523";"338";"4"
"193";"523";"339";"4"
"194";"523";"355";"4"
"195";"524";"338";"4"
"196";"524";"339";"4"
"197";"524";"355";"4"
"198";"525";"338";"4"
"199";"525";"339";"4"
"200";"525";"355";"4"
"202";"540";"340";"4"
"201";"540";"352";"4"
"203";"541";"340";"4"
"204";"541";"352";"4"
"205";"542";"340";"4"
"206";"542";"352";"4"
"207";"543";"340";"4"
"208";"543";"352";"4"
"209";"544";"340";"4"
"210";"544";"352";"4"
"211";"545";"340";"4"
"212";"545";"352";"4"
"213";"546";"340";"4"
"214";"546";"352";"4"
"215";"547";"340";"4"
"216";"547";"352";"4"
"217";"548";"340";"4"
"218";"548";"352";"4"
"219";"553";"340";"4"
"220";"553";"352";"4"
"221";"554";"340";"4"
"222";"554";"352";"4"
"223";"557";"340";"4"
"224";"557";"352";"4"
"225";"558";"340";"4"
"226";"558";"352";"4"
"227";"559";"385";"4"
"229";"560";"340";"4"
"230";"560";"352";"4"
"231";"561";"340";"4"
"232";"561";"352";"4"
"233";"563";"385";"4"
"235";"569";"340";"4"
"236";"569";"352";"4"
"237";"570";"340";"4"
"238";"570";"352";"4"
"239";"574";"385";"4"
"240";"577";"385";"4"
"241";"578";"385";"4"
"242";"587";"484";"4"
"243";"590";"484";"4"
"246";"591";"308";"4"
"245";"591";"386";"4"
"244";"591";"484";"4"
"247";"593";"385";"4"
"248";"594";"385";"4"
"249";"595";"484";"4"
"250";"606";"386";"4"
"251";"606";"484";"4"
"252";"609";"484";"4"
"253";"610";"385";"4"
"254";"611";"385";"4"
"255";"633";"340";"4"
"256";"633";"352";"4"
"257";"634";"340";"4"
"258";"634";"352";"4"
"259";"641";"340";"4"
"260";"641";"352";"4"
"261";"642";"340";"4"
"262";"642";"352";"4"
"263";"643";"340";"4"
"264";"643";"352";"4"
"265";"644";"340";"4"
"266";"644";"352";"4"
"269";"647";"484";"4"
"272";"650";"484";"4"
"275";"653";"484";"4"
"278";"654";"497";"4"
"279";"654";"651";"4"
"280";"656";"385";"4"
"281";"675";"340";"4"
"282";"675";"352";"4"
"283";"676";"340";"4"
"284";"676";"352";"4"
"285";"677";"340";"4"
"286";"677";"352";"4"
"287";"678";"340";"4"
"288";"678";"352";"4"
"289";"679";"340";"4"
"290";"679";"352";"4"
"291";"680";"340";"4"
"292";"680";"352";"4"
"293";"681";"340";"4"
"294";"681";"352";"4"
"295";"682";"340";"4"
"296";"682";"352";"4"
"297";"683";"340";"4"
"298";"683";"352";"4"
"299";"684";"340";"4"
"300";"684";"352";"4"
"301";"685";"340";"4"
"302";"685";"352";"4"
"303";"686";"340";"4"
"304";"686";"352";"4"
"305";"687";"340";"4"
"306";"687";"352";"4"
"307";"689";"340";"4"
"308";"689";"352";"4"
"309";"690";"340";"4"
"310";"690";"352";"4"
"311";"691";"340";"4"
"312";"691";"352";"4"
"178";"28";"385";"5"
"139";"39";"101";"5"
"184";"491";"385";"5"
"228";"559";"385";"5"
"234";"563";"385";"5"
